name,released_at,genre,streaming_on,country,type,content_rating,imdb_rating,number_of_seasons,cast_and_crew
Samurai Spy,1965-07-10,"Drama, Action & Adventure",The Criterion Channel,Japan,Movie,,7/10,,"Masahiro Shinoda-director, Kōji Takahashi-actor, Shintarō Ishihara-actor, Eitarō Ozawa-actor, Kei Satō-actor, Rokkō Toura-actor, Tetsurō Tamba-actor, Eiji Okada-actor, Seiji Miyaguchi-actor, Minoru Hodaka-actor, Misako Watanabe-actor, Yasunori Irikawa-actor, Jitsuko Yoshimura-actor, Jun Hamamura-actor, Takeshi Kusaka-actor, Hiroshi Aoyama-actor, Hisanobu Ichikawa-actor, Kentarô Imai-actor, Taku Kido-actor, Shin'ya Mizushima-actor, Hideto Nakagawa-actor, Shuichi Oki-actor, Shizuo Yamanouchi-actor, Koji Nakada-author"
Nothing Special,2010-01-01,"Comedy, Drama","Free Services, Prime Video",America,Movie,,4.2/10,,"Angela Garcia Combs-director, Julia Garcia Combs-actor, Karen Black-actor, Barbara Bain-actor, David Hardie-actor, Carlos De Antonis-actor, Marianne J. Murphy-actor, Mary Jo DuPrey-actor, John Kassir-actor, Eric Pierpoint-actor, Scott Ford-actor, Weston Blakesley-actor, Dougald Park-actor, Christine Breihan-actor, Christan Copeland-actor, Kerry Ann Reid-actor, Timothy Casto-actor, Josh Green-actor, Jessica Lauren Richmond-actor, Thom Cammer-actor, Janelle Blake-actor, Hedo Davis-actor, Angela Garcia Combs-actor, Richard Wilson-actor"
Ali & Ratu Ratu Queens,2021-06-17,"Drama, Comedy",Netflix,Indonesia,Movie,16+,7/10,,"Lucky Kuswandi-director, Iqbaal Dhiafakhri Ramadhan-actor, Nirina Zubir-actor, Asri Welas-actor, Tika Panggabean-actor, Happy Salma-actor, Aurora Ribero-actor, Marissa Anita-actor, Bayu Skak-actor, Cut Mini Theo-actor, Ibnu Jamil-actor, Gamaliel Eleazer-actor, Arief Didu-actor, Sita Nursanti-actor, Reza Chandika-actor, Rendha Rais-actor, Aline Jusria-actor, Malcolm Mikail-actor, Abbe Rachman-actor, Rofiq Sarfan-actor, Bitha Suryohadiprojo-actor, Umi Kalsum-actor, Meiske Taurisia-actor, Muhammad Zaidy-actor"
Ghoul,2015-02-26,"Horror, Thriller","Free Services, Prime Video",Czechia,Movie,,4.5/10,,"Petr Jákl-director, Jennifer Armour-actor, Jeremy Isabella-actor, Paul S. Tracey-actor, Alina Golovlyova-actor, Inna Belikova-actor, Petr Jákl-actor, Joe Lynch-actor, Rob Cohen-actor, Petr Bok-author, Petr Jákl-author"
The Young Montalbano,2012-02-23,"Drama, Crime",Prime Video ,,TV Show,,7.9/10,2,"Michele Riondino-actor, Andrea Tidona-actor, Alessio Vassallo-actor, Fabrizio Pizzuto-actor, Beniamino Marcone-actor, Sarah Felberbaum-actor, Adriano Chiaramida-actor, Alessio Piazza-actor, Maurilio Leto-actor, Giuseppe Santostefano-actor, Massimo De Rossi-actor, Massimiliano Davoli-actor, Gianluca Maria Tavarelli-actor"
River,2021-07-13,"Drama, Science-Fiction","Free Services, Prime Video",,Movie,,3.3/10,,
Highway to Havasu,2017-03-07,"Action & Adventure, Comedy","Free Services, Prime Video",America,Movie,18+ (R),3.7/10,,"Jeff Janke-director, Caleb Thomas-actor, Andrew Fromer-actor, Ben Edlin-actor, Kayla Compton-actor, Jesse Jane-actor, Kayden Kross-actor, Kaylani Lei-actor, Jeff Janke-author"
2 Premi Premache,2015-06-19,Romance,Prime Video ,,Movie,,5.2/10,,
Querelle,1982-08-05,Drama,HBO MAX,France,Movie,18+ (R),6.6/10,,"Rainer Werner Fassbinder-director, Brad Davis-actor, Franco Nero-actor, Jeanne Moreau-actor, Laurent Malet-actor, Hanno Pöschl-actor, Günther Kaufmann-actor, Burkhard Driest-actor, Roger Fritz-actor, Dieter Schidor-actor, Natja Brunckhorst-actor, Robert van Ackeren-actor, Werner Asam-actor, Isolde Barth-actor, Axel Bauer-actor, Neil Bell-actor, Gilles Gavois-actor, Wolf Gremm-actor, Karl-Heinz von Hassel-actor, Y Sa Lo-actor, Michael McLernon-actor, Frank Ripploh-actor, Dieter Schidor-actor, Sam Waynberg-actor"
The Garden Left Behind,2020-08-28,"Comedy, Drama","Free Services, Prime Video",Brazil,Movie,,5.9/10,,"Flavio Alves-director, Carlie Guevara-actor, Michael Madsen-actor, Edward Asner-actor, Danny Flaherty-actor, Anthony Abdo-actor, Alex Kruz-actor, Tamara M. Williams-actor, Dawn Young-actor, Bernadette Quigley-actor, Frances Lozada-actor, Ivana Black-actor, Brock Yurich-actor, Miriam Cruz-actor, Will Krisanda-actor, Kristen Parker Lovell-actor, Tym Moss-actor, Sarah Skeist-actor, Paul Castro Jr.-actor, Lawrence Samuels-actor, Amanda M. Rodriguez-actor, Geoff Lee-actor, Roy Wol-actor, Adam Beasley-actor"
Lumsden,1975-01-01,Documentary,"Fandor, Prime Video",Canada,Movie,,6.6/10,,"Peter Raymont-director, Peter Raymont-actor, Tom Daly-actor, Colin Low-actor, Peter Raymont-author"
Number 55,2014-11-20,Action & Adventure,"Free Services, Prime Video",,Movie,,6.9/10,,
Mountain Fever,2017-08-26,"Drama, Thriller",Free Services,France,Movie,,3.5/10,,"Hendrik Faller-director, Anya Korzun-actor, Julien Michel-actor, Julien Caplan-actor, Tom Miller-actor"
The X-Life,2011-01-10,"Sport, Reality","Free Services, Prime Video",,TV Show,,6.7/10,1,
After Yang,2022-03-04,"Science-Fiction, Drama","Showtime, Prime Video",America,Movie,7+ (PG),6.7/10,,"Kogonada-director, Colin Farrell-actor, Jodie Turner-Smith-actor, Malea Emma Tjandrawidjaja-actor, Justin H. Min-actor, Ritchie Coster-actor, Sarita Choudhury-actor, Clifton Collins Jr.-actor, Haley Lu Richardson-actor, Orlagh Cassidy-actor, Ava DeMary-actor, Lee Wong-actor, Brett Dier-actor, Eve Lindley-actor, Adeline Kerns-actor, Ansley Kerns-actor, Nana Mensah-actor, An Li Bogan-actor, Deborah Hedwall-actor, Katie Honaker-actor, Alberto Del Saz-actor, Jesse Kovarsky-actor, Andrew Goldman-actor, Caroline Kaplan-actor"
Baraka,1992-09-15,Documentary,"Free Services, Prime Video",America,Movie,All (G),8.5/10,,"Ron Fricke-director, Patrick Disanto-actor, Alton Walpole-actor, Mark Magidson-actor, Constantine Nicholas-author, Genevieve Nicholas-author, Mark Magidson-author, Ron Fricke-author, Michael Stearns-actor"
Axed To Pieces,2020-05-11,Horror,"Free Services, Prime Video",,Movie,,2.5/10,,"Dustin Ferguson-director, Shawn C. Phillips-actor, Julie Anne Prescott-actor, Dustin Ferguson-actor, Jennifer Nangle-actor, Joshua Moomey-actor, Jarad Allen-actor, Jerimiah Douglas-actor, Dustin Ferguson-actor, Jerimiah Douglas-actor, Dustin Ferguson-author, Jerimiah Douglas-author"
Prisoners of the Sun,2013-12-20,"Horror, Mystery","Free Services, Prime Video",Germany,Movie,16+,3.7/10,,"Roger Christian-director, David Charvet-actor, Carmen Chaplin-actor, John Rhys-Davies-actor, Emily Holmes-actor, Nick Moran-actor, Michael Higgs-actor, Gulshan Grover-actor, Mohamed Akhzam-actor, Joss Ackland-actor, Edy Arellano-actor, Ahmed Boulane-actor, Katherine Heath-actor, Isabella Orlowska-actor, Shane Richie-actor, Nourrdine Touami-actor, Joseph Beddelem-actor, Anthony Hickox-author, Peter Atkins-author"
Among the Great Apes with Michelle Yeoh,,Documentary,"Free Services, Prime Video",,Movie,,,,
The Bonesetter Returns,2005-06-23,"Drama, Horror","Free Services, Prime Video",Canada,Movie,,2.2/10,,"Brett Kelly-director, Jody Haucke-actor, Brett Kelly-actor, Mark Courneyea-actor, Anne-Marie Frigon-actor, Tara Rheaume-actor, Thea Nikolic-actor, Kyla Smith-actor, Derick Fage-actor, Debbie Rochon-actor, Brett Kelly-actor, Brett Kelly-author"
Tiger Zinda Hai,2017-12-18,"Action & Adventure, Thriller","Prime Video, Prime Video",India,Movie,7+ (PG),5.9/10,,"Ali Abbas Zafar-director, Salman Khan-actor, Katrina Kaif-actor, Girish Karnad-actor, Paresh Rawal-actor, Sudeep-actor, Angad Bedi-actor, Kumud Mishra-actor, Neha Hinge-actor, Ivan Rodrigues-actor, Nawab Shah-actor, Danish Bhatt-actor, Sajjad Delafrooz-actor, Anupriya Goenka-actor, Gavie Chahal-actor, Paresh Pahuja-actor, Sharma Vibhoutee-actor, Anant Vidhaat Sharma-actor, Zachary Coffin-actor, Kashmira Irani-actor, Najmeddin AlHadad-actor, Steve Lorrigan-actor, Aditya Chopra-actor, Ali Abbas Zafar-author"
Alonzo Bodden: Heavy Lightweight,2019-08-23,Comedy,"Prime Video, Prime Video",,TV Show,,6.4/10,1,
Duff Takes The Cake,2019-04-15,"Reality, Food","Philo, Prime Video",,TV Show,,6.8/10,2,
Tarzan and the Trappers,1958-01-01,Action & Adventure,"Free Services, Prime Video",America,Movie,All (G),4.9/10,,"Charles F. Haas-director, H. Bruce Humberstone-director, Sandy Howard-director, Gordon Scott-actor, Eve Brent-actor, Rickie Sorensen-actor, Leslie Bradley-actor, Maurice Marsac-actor, Bruce Lester-actor, Naaman Brown-actor, Scatman Crothers-actor, Sol Lesser-actor, Frederick Schlick-author, Robert Leach-author"
Beauty and the Beast: The Enchanted Christmas,1997-11-11,"Fantasy, Musical","Disney+, Prime Video",Canada,Movie,All (G),5.9/10,,"Andrew Knight-director, Paige O'Hara-actor, Robby Benson-actor, Jerry Orbach-actor, David Ogden Stiers-actor, Bernadette Peters-actor, Tim Curry-actor, Haley Joel Osment-actor, Paul Reubens-actor, Angela Lansbury-actor, Frank Welker-actor, Jeff Bennett-actor, Jim Cummings-actor, Kath Soucie-actor, Bill Motz-author, Bob Roth-author, Cindy Marcus-author, Flip Kobler-author, Rachel Portman-actor"
Ultimate Redemption,2016-12-08,Drama,"Free Services, Prime Video",,Movie,,6.1/10,,
Why She Smiles,2021-03-01,"Biography, Documentary","Free Services, Prime Video",,Movie,All (G),9.1/10,,
Punch-Drunk Love,2002-10-25,"Romance, Comedy","Free Services, Prime Video",America,Movie,18+ (R),7.3/10,,"Paul Thomas Anderson-director, Adam Sandler-actor, Emily Watson-actor, Philip Seymour Hoffman-actor, Luis Guzmán-actor, Mary Lynn Rajskub-actor, Robert Smigel-actor, Jason Andrews-actor, Don McManus-actor, David Schrempf-actor, Seann Conway-actor, Rico Bueno-actor, Hazel Mailloux-actor, Karen Kilgariff-actor, Julie Hermelin-actor, Salvador Curiel-actor, Jorge Barahona-actor, Ernesto Quintero-actor, Julius Steuer-actor, Lisa Spector-actor, Nicole Gelbard-actor, Mia Weinberg-actor, Daniel Lupi-actor, JoAnne Sellar-actor"
The Most Insane Motorcycle Ride,,,Prime Video ,,Movie,,,,
House of Frankenstein,1944-12-01,"Fantasy, Horror",Prime Video ,America,Movie,,6.2/10,,"Erle C. Kenton-director, Boris Karloff-actor, Lon Chaney Jr.-actor, J. Carrol Naish-actor, Elena Verdugo-actor, John Carradine-actor, Anne Gwynne-actor, Peter Coe-actor, Sig Ruman-actor, Lionel Atwill-actor, Glenn Strange-actor, George Zucco-actor, Charles Wagenheim-actor, Belle Mitchell-actor, William Edmunds-actor, Charles Miller-actor, Julius Tannen-actor, Hans Herbert-actor, Dick Dickinson-actor, George Lynn-actor, Olaf Hytten-actor, Frank Reicher-actor, Paul Malvern-actor, Edward T. Lowe Jr.-author"
The Outrage,1964-10-07,"Crime, Drama","Free Services, Prime Video",America,Movie,18+ (R),6.2/10,,"Martin Ritt-director, Paul Newman-actor, Laurence Harvey-actor, Claire Bloom-actor, Edward G. Robinson-actor, William Shatner-actor, Howard Da Silva-actor, Albert Salmi-actor, Thomas Chalmers-actor, Paul Fix-actor, Jeffrey Darwin Bowman-actor, A. Ronald Lubin-actor, Martin Ritt-actor, Michael Kanin-author, Alex North-actor"
Teacher's Pet,2004-01-16,"Family, Animation","Disney+, Prime Video",America,Movie,7+ (PG),5.7/10,,"Timothy Björklund-director, Nathan Lane-actor, Kelsey Grammer-actor, Shaun Fleming-actor, Debra Jo Rupp-actor, David Ogden Stiers-actor, Jerry Stiller-actor, Paul Reubens-actor, Megan Mullally-actor, Wallace Shawn-actor, Jay Thomas-actor, Estelle Harris-actor, Rosalyn Landor-actor, Rob Paulsen-actor, Genie Ann Francis-actor, Anthony Gearing-actor, Mae Whitman-actor, Lauren Tom-actor, Pamela Adlon-actor, Timothy Stack-actor, Emma Steinkellner-actor, Ken Swofford-actor, Stephen Swofford-actor, Bill Steinkellner-actor"
Dysfunctional Friends,2012-02-03,"Romance, Comedy","Free Services, Prime Video",America,Movie,,4.9/10,,"Corey Grant-director, Stacey Dash-actor, Reagan Gomez-Preston-actor, Wesley Jonathan-actor, Persia White-actor, Jason Weaver-actor, Stacy Keibler-actor, Terrell Owens-actor, Datari Turner-actor, Hosea Chanchez-actor, Christian Keyes-actor, Tatyana Ali-actor, Meagan Good-actor, Essence Atkins-actor, Keith Robinson-actor, Meghan Markle-actor, Stephen Chang-actor, Datari Turner-actor, Greg Carter-actor, Ira Antelis-actor, Corey Grant-author"
Daphne Dishes,,Food,"Discovery+, Prime Video",,TV Show,,,2,
The Adventurers,1995-08-02,"Drama, Action & Adventure","Free Services, Prime Video",Hong Kong,Movie,,6/10,,"Ringo Lam-director, Andy Lau-actor, Wu Chien-Lien-actor, Rosamund Kwan-actor, Paul Chun-actor, David Chiang Da-Wei-actor, Ben Ng-actor, 程东-actor, Parkman Wong-actor, Wong Kam-Kong-actor, William Ho Ka-Kui-actor, Phillip Ko-actor, Nam Yin-actor, Four Tse-actor, So Wai-Nam-actor, George Cheung-actor, Van Darkholme-actor, Victor Wong-actor, Ron Yuan-actor, Tiffany Chen Ming-Ying-actor, Ringo Lam-author, Sandy Shaw-author, Yip Gong-Yam-author"
The Childhood of a Leader,2016-07-22,"Horror, Mystery",Prime Video ,Belgium,Movie,,6.1/10,,"Brady Corbet-director, Bérénice Bejo-actor, Liam Cunningham-actor, Robert Pattinson-actor, Stacy Martin-actor, Yolande Moreau-actor, Sophie Curtis-actor, Rebecca Dayan-actor, Caroline Boulton-actor, Tom Sweet-actor, Roderick Hill-actor, Antoine de Clermont-Tonnerre-actor, Brady Corbet-actor, Chris Coen-actor, Helena Danielsson-actor, Brady Corbet-author, Mona Fastvold-author, Scott Walker-actor"
The Instrumental Chemist,2018-03-15,"Biography, Documentary","Free Services, Prime Video",,Movie,,,,
Affliction,1998-02-12,"Thriller, Drama","Free Services, Prime Video",Canada,Movie,18+ (R),6.9/10,,"Paul Schrader-director, Nick Nolte-actor, James Coburn-actor, Sissy Spacek-actor, Willem Dafoe-actor, Brigid Tierney-actor, Holmes Osborne-actor, Jim True-Frost-actor, Tim Post-actor, Mary Beth Hurt-actor, Christopher Heyerdahl-actor, Marian Seldes-actor, Brawley Nolte-actor, Janine Theriault-actor, Wayne Robson-actor, Sean McCann-actor, Sheena Larkin-actor, Susan Almgren-actor, Mark Camacho-actor, Eugene Lipinski-actor, Éric Berger-actor, Frank K. Isaac-actor, Linda Reisman-actor, Barr B. Potter-actor"
Before the Ferry Arrives,2019-09-14,"Animation, Comedy",Prime Video ,,Movie,,,,
The Rusty Knife,1958-03-11,"Crime, Action & Adventure",The Criterion Channel,Japan,Movie,,6.7/10,,"Toshio Masuda-director, Yûjirô Ishihara-actor, Mie Kitahara-actor, Shôji Yasui-actor, Jō Shishido-actor, Akira Kobayashi-actor, Masao Shimizu-actor, Naoki Sugiura-actor, Toshio Takahara-actor, Shigeru Amachi-actor, Mari Shiraki-actor, Takiko Mizunoe-actor, Shintarō Ishihara-author, Toshio Masuda-author, Masaru Satō-actor"
Derrida,2002-03-12,"Drama, Documentary",Fandor,America,Movie,,6.5/10,,"Amy Ziering-director, Kirby Dick-director, Jacques Derrida-actor, Amy Ziering-actor, Ryuichi Sakamoto-actor"
Made in Japan,2015-03-17,Drama,"Free Services, Prime Video",,Movie,,6.7/10,,"Josh Bishop-director, Elijah Wood-actor, Tomi Fujiyama-actor"
Cabás,2012-11-15,"Drama, Science-Fiction",Prime Video ,Spain,Movie,,6.4/10,,"Pablo Hernando-director, Xabi Tolosa-actor, Lorena Iglesias-actor, Héctor Gómez-actor, Rosa Torres-actor, Julián Génisson-actor, Pedro Toro-actor, Vicenç Miralles-actor, Elena Serrano-actor, Francisco Serrano-actor, Nacho Vigalondo-actor, Pablo Hernando-author"
Cold Blood,2008-10-22,"Drama, Crime","fuboTV, Prime Video",,TV Show,14+ (TV-14),7.3/10,5,
A Life of Her Own,1950-09-01,"Romance, Drama",Prime Video ,America,Movie,,6.2/10,,"George Cukor-director, Lana Turner-actor, Ray Milland-actor, Tom Ewell-actor, Louis Calhern-actor, Ann Dvorak-actor, Barry Sullivan-actor, Margaret Phillips-actor, Jean Hagen-actor, Phyllis Kirk-actor, Sara Haden-actor, Hermes Pan-actor, Dorothy Abbott-actor, Tommy Bernard-actor, Whit Bissell-actor, Marlo Dwyer-actor, Bess Flowers-actor, Kathleen Freeman-actor, Beverly Garland-actor, Glen Gregory-actor, Percy Helton-actor, Queenie Leonard-actor, Voldemar Vetluguin-actor, Isobel Lennart-author"
Le Mans 24 Hours 2016,2016-06-18,Sport,"Free Services, Prime Video",,Movie,,,,
The Trotsky,2010-05-05,"Drama, Comedy","Free Services, Prime Video",Canada,Movie,,6.7/10,,"Jacob Tierney-director, Jay Baruchel-actor, Emily Hampshire-actor, Geneviève Bujold-actor, Colm Feore-actor, Jessica Paré-actor, Tommie-Amber Pirie-actor, Kaniehtiio Horn-actor, Erika Rosenbaum-actor, Saul Rubinek-actor, Michael Murphy-actor, David Julian Hirsh-actor, Jesse Rath-actor, Liane Balaban-actor, Taylor Baruchel-actor, Dan Beirne-actor, Domini Blythe-actor, Jonathan Bosco-actor, Hélène Bourgeois Leclerc-actor, Sarah-Jeanne Labrosse-actor, Justin Bradley-actor, Anne-Marie Cadieux-actor, Kevin Tierney-actor, Jacob Tierney-author"
Human Harvest,2015-04-07,"Crime, Documentary","Hoopla, Prime Video",,Movie,,8.1/10,,"Leon Lee-director, Ethan Gutmann-actor, Shi-Wei Huang-actor, Carlos Iglésias-actor, David Kilgour-actor, Yumei Liu-actor, David Matas-actor, Damon Noto-actor, Yubin Pang-actor, Enver Tohti-actor, Torsten Trey-actor, Xiusong Tu-actor, Xiuxing Zhang-actor, Wanqi Zhu-actor, Rourou Zhuang-actor, Leon Lee-actor, Jason Loftus-actor, Leon Lee-author"
Squadron of Doom,1949-12-15,"Action & Adventure, Science-Fiction","Prime Video, Prime Video",America,Movie,,5/10,,"Clifford Smith-director, Ford Beebe-director, John 'Dusty' King-actor, Jean Rogers-actor, Noah Beery Jr.-actor, Hooper Atchley-actor, Stanley Blystone-actor, Al Bridge-actor, Edmund Cobb-actor, James Eagles-actor, Chester Gan-actor, Selmer Jackson-actor, Barney A. Sarecky-actor, Ben Koenig-actor, Norman S. Hall-author, Ray Trampe-author, Wyndham Gittens-author, Clifford Vaughan-actor"
Christian Audigier the Vif,2018-06-22,Documentary,Free Services,,Movie,16+,7.5/10,,Didier Beringuer-director
In the Army Now,1994-08-12,Comedy,"Hoopla, Prime Video",America,Movie,7+ (PG),4.9/10,,"Daniel Petrie Jr.-director, Pauly Shore-actor, Andy Dick-actor, Lori Petty-actor, David Alan Grier-actor, Esai Morales-actor, Lynn Whitfield-actor, Art LaFleur-actor, Fabiana Udenio-actor, Glenn Morshower-actor, Beau Billingslea-actor, Peter Spellos-actor, Brendan Fraser-actor, Michael Rotenberg-actor, Cyrus Yavneh-actor, Nicholas Hassitt-actor, Adam Small-author, Daniel Petrie Jr.-author, Fax Bahr-author, Ken Kaufman-author, Stu Krieger-author, Robert Folk-actor"
Four Christmases and a Wedding,2017-12-02,"Comedy, Drama","Free Services, Prime Video",America,Movie,16+,5.9/10,,"Marita Grabiak-director, Arielle Kebbel-actor, Madison Smith-actor, Markie Post-actor, Donna Benedicto-actor, Cassidy Nugent-actor, Judge Reinhold-actor, Courtney Richter-actor, Corey Sevier-actor, Caitlin Stryker-actor, Jarrod Terrell-actor, Robyn Lawley-actor, Jannen Karr-actor, Ian Harrison-actor, Darren Staten-actor, Paralee Cook-actor, Tyler Gibson-actor, Andrew Beha-actor, Gidget-actor, Barbara Kymlicka-author"
Vertical Frontier,2002-11-01,"Documentary, History","Free Services, Prime Video",,Movie,,7.1/10,,"Kristi Denton Cohen-director, Tom Brokaw-actor, Alison Owings-author, Kristi Denton Cohen-author"
Beyond Erotica,1974-05-29,"Thriller, Drama",Prime Video ,Spain,Movie,18+ (R),4.9/10,,"José María Forqué-director, David Hemmings-actor, Alida Valli-actor, Andrea Rau-actor, Francisco Rabal-actor, Nuria Gimeno-actor, Galeazzo Benti-actor, Aquiles Guerrero-actor, Lucila Herrera-actor, Gonzalo Fernández de Córdoba hijo-actor, Rudy Hernández-actor, Enrique Soto-actor, Hermógenes Sáinz-author, José María Forqué-author"
Green Guild,2011-07-08,"Biography, Documentary","Free Services, Prime Video",,Movie,,8.6/10,,
Mudcats,2012-02-09,Reality,"Free Services, Prime Video",,TV Show,14+ (TV-14),7.3/10,2,
The Last Alarm,1940-06-25,"Drama, Crime","Prime Video, Prime Video",America,Movie,,5.7/10,,"William West-director, J. Farrell MacDonald-actor, Warren Hull-actor, Polly Ann Young-actor, Mary Gordon-actor, George Pembroke-actor, Joel Friedkin-actor, Bruce MacFarlane-actor, Eddie Hart-actor, Willard Hall-actor, Charles Anthony Hughes-actor, Charles R. Phipps-actor, Eddie Kane-actor, James Coughlin-actor, Al Bain-actor, T.R. Williams-actor, Al Martin-author"
Force Of Impact,2006-08-15,"Thriller, LGBTQ","Free Services, Prime Video",Canada,Movie,18+ (R),3.7/10,,"Sam Irvin-director, Antonio Sabàto, Jr.-actor, Rae Dawn Chong-actor, Michael Boisvert-actor, Dominic Zamprogna-actor, Michael Moriarty-actor, Rob LaBelle-actor, Keith Shaw-author"
The Kick,2011-11-03,"Comedy, Action & Adventure","Free Services, Prime Video",South Korea,Movie,13+ (PG-13),5.5/10,,"Prachya Pinkaew-director, Cho Jae-hyun-actor, Ye Ji-won-actor, Na Tae-joo-actor, Taemi-actor, Petchtai Wongkamlao-actor, JeeJa Yanin-actor, Do Shi-gang-actor, Lee Kwan-hun-actor, Kim Yiroo-actor, Brahim Achabbakhe-actor, Gang Seong-gyu-actor, Lee Jong-suk-author"
